,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
679,Good,Oddworld: Abe's Oddysee,/games/oddworld-abes-oddysee/ps-2094,PlayStation,7.5,Adventure,N,1997,9,22
680,Great,NHL '98,/games/nhl-98/ps-1732,PlayStation,8.0,Sports,N,1997,9,22
681,Great,Poy Poy,/games/poy-poy/ps-2104,PlayStation,8.0,Action,Y,1997,9,18
682,Okay,Bottom of the 9th '97,/games/bottom-of-the-9th-97/ps-2025,PlayStation,6.0,Sports,N,1997,9,18
683,Bad,Magic: The Gathering -- Battlemage,/games/magic-the-gathering-battlemage/ps-321,PlayStation,4.0,Strategy,N,1997,9,17
684,Good,Steel Reign,/games/steel-reign/ps-2119,PlayStation,7.0,Action,N,1997,9,17
685,Good,Tecmo Stackers,/games/tecmo-stackers/ps-2123,PlayStation,7.0,Puzzle,N,1997,9,16
686,Okay,Multi Racing Championship,/games/multi-racing-championship/n64-1916,Nintendo 64,6.4,Racing,N,1997,9,11
687,Good,RayStorm,/games/g-darius-raystorm-pack/ps-2108,PlayStation,7.5,Action,N,1997,9,11
688,Awful,Hexen,/games/hexen/n64-1994,Nintendo 64,3.7,Action,N,1997,6,26
689,Okay,Battle Arena Toshinden 3,/games/battle-arena-toshinden-3/ps-2022,PlayStation,6.3,Fighting,N,1997,6,25
690,Good,WCW vs. NWO: World Tour,/games/wcw-vs-nwo-world-tour/n64-1985,Nintendo 64,7.5,Wrestling,N,1997,12,9
691,Painful,Spawn: The Eternal,/games/spawn-the-eternal/ps-324,PlayStation,2.0,Action,N,1997,12,9
692,Awful,Mortal Kombat Mythologies: Sub-Zero,/games/mortal-kombat-mythologies-sub-zero/n64-1914,Nintendo 64,3.0,Platformer,N,1997,12,8
693,Okay,Wheel of Fortune [1997],/games/wheel-of-fortune-n64/n64-1981,Nintendo 64,6.4,Puzzle,N,1997,12,5
694,Awful,Bug Riders,/games/bug-riders/ps-2027,PlayStation,3.0,Racing,N,1997,12,4
695,Good,Automobili Lamborghini,/games/automobili-lamborghini/n64-2002,Nintendo 64,7.0,Racing,N,1997,12,3
696,Awful,Excalibur 2555 AD,/games/excalibur-2555-ad/ps-2049,PlayStation,3.0,Action,N,1997,10,22
697,Great,Armored Core,/games/armored-core/ps-2020,PlayStation,8.0,Action,N,1997,10,22
698,Awful,ClayFighter 63 1/3,/games/clayfighter-63-13/n64-1940,Nintendo 64,3.7,Fighting,N,1997,10,21
699,Good,Persona,/games/persona/ps-2193,PlayStation,7.5,RPG,N,1997,10,20
700,Okay,Golden Nugget,/games/golden-nugget/ps-295,PlayStation,6.0,Strategy,N,1997,10,20
701,Great,Bushido Blade,/games/bushido-blade/ps-464,PlayStation,8.7,Fighting,Y,1997,10,17
702,Good,Diablo,/games/diablo/ps-2255,PlayStation,7.5,"Action, RPG",N,1998,3,27
703,Great,Dead or Alive,/games/dead-or-alive-806438/ps-2306,PlayStation,8.5,Fighting,Y,1998,3,27
704,Mediocre,Speed Racer,/games/speed-racer/ps-3662,PlayStation,5.0,Racing,N,1998,3,27
705,Okay,Lode Runner: The Legend Returns,/games/lode-runner-the-legend-returns/ps-2298,PlayStation,6.0,Action,N,1998,3,26
706,Good,Saga Frontier,/games/saga-frontier/ps-2114,PlayStation,7.0,RPG,N,1998,3,26
707,Painful,Rascal,/games/rascal/ps-2106,PlayStation,2.0,Platformer,N,1998,3,25
708,Great,Quake,/games/aftershock-for-quake/n64-397,Nintendo 64,8.0,Action,N,1998,3,24
709,Good,ReBoot,/games/reboot/ps-2109,PlayStation,7.0,Action,N,1998,3,19
710,Great,Snowboard Kids,/games/snowboard-kids/n64-2262,Nintendo 64,8.0,"Sports, Racing",N,1998,3,16
711,Good,Test Drive 4,/games/test-drive-4/ps-2143,PlayStation,7.0,Racing,N,1997,11,3
712,Mediocre,Fighting Force,/games/fighting-force/ps-2053,PlayStation,5.5,Action,N,1997,11,3
713,Bad,Jimmy Johnson's VR Football 98,/games/jimmy-johnsons-vr-football-98/ps-2069,PlayStation,4.0,Sports,N,1997,11,3
714,Okay,Reel Fishing,/games/reel-fishing-950449/ps-2111,PlayStation,6.0,Hunting,N,1997,10,30
715,Okay,Shipwreckers!,/games/shipwreckers-2097/ps-2097,PlayStation,6.0,Action,N,1997,10,29
716,Great,Command & Conquer: Red Alert,/games/command-and-conquer-red-alert/ps-2198,PlayStation,8.0,Strategy,N,1997,10,28
717,Mediocre,Rampage: World Tour,/games/rampage-world-tour/ps-2174,PlayStation,5.0,Action,N,1997,10,28
718,Great,Street Fighter EX Plus Alpha,/games/street-fighter-ex-plus/ps-2120,PlayStation,8.3,Fighting,N,1997,10,26
719,Good,Nightmare Creatures,/games/nightmare-creatures/ps-2091,PlayStation,7.8,Action,N,1997,10,26
720,Bad,NBA In the Zone '98,/games/nba-in-the-zone-98/n64-2265,Nintendo 64,4.7,Sports,N,1998,2,11
721,Bad,Nagano Winter Olympics '98,/games/nagano-winter-olympics-98/n64-2259,Nintendo 64,4.2,Sports,N,1998,2,4
722,Okay,Skullmonkeys,/games/skullmonkeys/ps-2175,PlayStation,6.0,Platformer,N,1998,2,3
723,Awful,Nagano Winter Olympics '98,/games/nagano-winter-olympics-98/ps-2293,PlayStation,3.0,Sports,N,1998,1,30
724,Great,NBA in the Zone '98,/games/nba-in-the-zone-98/ps-2214,PlayStation,8.0,Sports,N,1998,1,29
725,Great,Fighters Destiny,/games/fighters-destiny/n64-2168,Nintendo 64,8.0,Fighting,N,1998,1,27
726,Good,NHL Breakaway '98,/games/nhl-breakaway-98/ps-1863,PlayStation,7.0,Sports,N,1997,9,10
727,Good,Felony 11-79,/games/felony-11-79/ps-2052,PlayStation,7.0,"Racing, Action",N,1997,9,10
728,Good,Arcade's Greatest Hits: The Atari Collection 1,/games/arcades-greatest-hits-atari-collection-1/ps-9792,PlayStation,7.0,Compilation,N,1997,9,4
729,Okay,Tiger Shark,/games/tiger-shark/ps-522,PlayStation,6.5,Action,N,1997,9,4
730,Amazing,Final Fantasy VII,/games/final-fantasy-vii/ps-494,PlayStation,9.5,RPG,Y,1997,9,3
731,Amazing,International Superstar Soccer 64,/games/international-superstar-soccer-64/n64-1996,Nintendo 64,9.0,Sports,N,1997,9,3
732,Bad,K-1 The Arena Fighters,/games/k-1-the-arena-fighters/ps-2070,PlayStation,4.5,Fighting,N,1997,9,3
733,Mediocre,The Incredible Hulk: The Pantheon Saga,/games/the-incredible-hulk-the-pantheon-saga/ps-570,PlayStation,5.0,Action,N,1997,9,2
734,Good,Duke Nukem: Total Meltdown,/games/duke-nukem-total-meltdown/ps-2194,PlayStation,7.0,Shooter,N,1997,12,2
735,Good,Bomberman 64,/games/bomberman-64/n64-1932,Nintendo 64,7.6,Action,N,1997,12,2
736,Bad,Vs.,/games/vs/ps-2130,PlayStation,4.0,Fighting,N,1997,12,2
737,Mediocre,AeroFighters Assault,/games/aerofighters-assault/n64-1918,Nintendo 64,5.0,Shooter,N,1997,12,1
738,Great,Ghost in the Shell,/games/ghost-in-the-shell/ps-619,PlayStation,8.0,Action,N,1997,12,1
739,Good,Arcade's Greatest Hits: The Midway Collection 2,/games/arcades-greatest-hits-the-midway-collection-2/ps-2208,PlayStation,7.0,Action,N,1997,11,26
740,Okay,Namco Museum Vol. 5,/games/namco-museum-vol-5/ps-2090,PlayStation,6.0,"Action, Compilation",N,1997,11,26
741,Great,Tomb Raider II Starring Lara Croft,/games/tomb-raider-2-starring-lara-croft/ps-2128,PlayStation,8.0,Adventure,N,1997,11,24
742,Great,Diddy Kong Racing,/games/diddy-kong-racing/n64-2146,Nintendo 64,8.4,"Racing, Action",N,1997,11,24
743,Great,G-Police,/games/g-police/ps-2160,PlayStation,8.0,Action,N,1997,10,16
744,Mediocre,Clock Tower,/games/clock-tower-14279453/ps-2032,PlayStation,5.5,Adventure,N,1997,10,13
745,Good,CART World Series,/games/cart-world-series/ps-2163,PlayStation,7.0,Racing,N,1997,10,9
746,Bad,Bravo Air Race,/games/bravo-air-race/ps-2026,PlayStation,4.0,Racing,N,1997,10,9
747,Okay,WCW vs. The World,/games/wcw-vs-the-world/ps-2131,PlayStation,6.0,Wrestling,N,1997,10,7
748,Good,Mace: The Dark Age,/games/mace-the-dark-age/n64-1906,Nintendo 64,7.1,Fighting,N,1997,10,3
749,Great,Top Gear Rally,/games/boss-rally/n64-417,Nintendo 64,8.4,Racing,N,1997,10,3
750,Great,NBA ShootOut '98,/games/nba-shootout-98/ps-2267,PlayStation,8.8,Sports,N,1998,3,11
751,Good,Yoshi's Story,/games/yoshis-story/n64-563,Nintendo 64,7.0,Platformer,N,1998,3,11
752,Great,Klonoa: Door to Phantomile,/games/klonoa/ps-2227,PlayStation,8.0,Platformer,Y,1998,3,11
753,Good,Ray Tracers,/games/ray-tracers/ps-2107,PlayStation,7.0,Action,N,1998,3,10
754,Good,Triple Play '99,/games/triple-play-99/ps-2263,PlayStation,7.0,Sports,N,1998,3,10
755,Great,Bloody Roar,/games/bloody-roar/ps-2222,PlayStation,8.0,Fighting,N,1998,3,5
756,Awful,X-Men: Children of the Atom,/games/x-men-children-of-the-atom/ps-2331,PlayStation,3.5,Fighting,N,1998,3,3
757,Awful,SimCity 2000,/games/simcity-2000/n64-1950,Nintendo 64,3.5,Strategy,N,1998,2,27
758,Good,Extreme-G,/games/extreme-g/n64-1973,Nintendo 64,7.9,Racing,N,1997,10,24
759,Good,NFL Quarterback Club '98,/games/nfl-quarterback-club-98/n64-1921,Nintendo 64,7.8,Sports,N,1997,10,24
760,Great,Final Fantasy Tactics,/games/final-fantasy-tactics/ps-26,PlayStation,8.5,"Strategy, RPG",Y,1998,1,27
761,Awful,Monopoly [1998],/games/monopoly-1998/ps-2280,PlayStation,3.0,Board,N,1998,1,23
762,Okay,Auto Destruct,/games/auto-destruct/ps-2177,PlayStation,6.0,Action,N,1998,1,21
763,Amazing,Resident Evil 2 [1998],/games/resident-evil-2/ps-504,PlayStation,9.3,"Action, Adventure",Y,1998,1,21
764,Good,Riven: The Sequel to Myst,/games/riven/ps-2218,PlayStation,7.0,Adventure,N,1998,1,19
765,Good,WCW Nitro,/games/wcw-nitro/ps-2187,PlayStation,7.0,Wrestling,N,1998,1,16
766,Painful,Beast Wars: Transformers,/games/beast-wars-transformers-805694/ps-2270,PlayStation,2.3,Action,N,1998,1,16
767,Mediocre,Red Asphalt,/games/red-asphalt/ps-4,PlayStation,5.0,Action,N,1998,1,15
768,Great,Micro Machines V3,/games/micro-machines-64-turbo/ps-2220,PlayStation,8.7,Racing,N,1998,1,9
769,Okay,BallBlazer Champions,/games/ballblazer-champions/ps-2021,PlayStation,6.0,"Sports, Action",N,1997,9,2
770,Unbearable,Fantastic Four,/games/fantastic-four/ps-2051,PlayStation,1.0,Action,N,1997,8,29
771,Great,FIFA Road to World Cup 98,/games/fifa-road-to-world-cup-98/ps-2050,PlayStation,8.5,Sports,N,1997,11,24
772,Great,NCAA GameBreaker '98,/games/ncaa-gamebreaker-98/ps-2213,PlayStation,8.0,Sports,N,1997,11,21
773,Great,MDK,/games/mdk/ps-2076,PlayStation,8.0,Action,N,1997,11,21
774,Bad,NBA Fastbreak '98,/games/nba-fastbreak-98-142150/ps-13735,PlayStation,4.0,Sports,N,1997,11,20
775,Bad,Star Wars: Masters of Teras Kasi,/games/star-wars-masters-of-teras-kasi/ps-2118,PlayStation,4.0,Fighting,N,1997,11,19
776,Awful,Courier Crisis,/games/courier-crisis/ps-2036,PlayStation,3.0,Action,N,1997,11,19
777,Amazing,Monster Rancher,/games/monster-rancher/ps-2180,PlayStation,9.0,Simulation,N,1997,11,19
778,Amazing,Castlevania: Symphony of the Night,/games/castlevania-symphony-of-the-night/ps-336,PlayStation,9.0,"Action, Adventure",Y,1997,10,2
779,Okay,Mischief Makers,/games/mischief-makers/n64-1917,Nintendo 64,6.2,Platformer,N,1997,10,1
780,Great,Croc: Legend of the Gobbos,/games/croc-legend-of-the-gobbos/ps-2039,PlayStation,8.0,Platformer,N,1997,10,1
781,Amazing,Formula 1: Championship Edition,/games/formula-1-championship-edition/ps-2056,PlayStation,9.0,Racing,N,1997,10,1
782,Awful,Mortal Kombat Mythologies: Sub-Zero,/games/mortal-kombat-mythologies-sub-zero/ps-2084,PlayStation,3.5,Platformer,N,1997,10,1
783,Good,Mega Man X4,/games/mega-man-x4/ps-2083,PlayStation,7.0,Action,N,1997,9,30
784,Good,PGA Tour '98,/games/pga-tour-98/ps-2162,PlayStation,7.0,Sports,N,1997,9,30
785,Great,Resident Evil: Director's Cut,/games/resident-evil-directors-cut/ps-2112,PlayStation,8.9,"Action, Adventure",N,1997,9,30
786,Good,Marvel Super Heroes,/games/marvel-super-heroes/ps-160,PlayStation,7.0,Fighting,N,1997,9,30
787,Good,NHL Breakaway '98,/games/nhl-breakaway-98/n64-1919,Nintendo 64,7.4,Sports,N,1998,2,26
788,Mediocre,Wayne Gretzky's 3D Hockey '98,/games/wayne-gretzkys-3d-hockey-98/n64-2169,Nintendo 64,5.8,Sports,N,1998,2,25
789,Great,Alundra,/games/alundra/ps-2018,PlayStation,8.5,"Action, RPG",Y,1998,1,8
790,Okay,Robotron 64,/games/robotron-64/n64-1937,Nintendo 64,6.9,Action,N,1998,1,5
791,Good,Puyo Puyo Sun64,/games/puyo-puyo-sun/n64-2245,Nintendo 64,7.2,Puzzle,N,1997,12,30
792,Good,FIFA Road to World Cup 98,/games/fifa-road-to-world-cup-98/n64-2246,Nintendo 64,7.7,Sports,N,1997,12,24
793,Good,Street Fighter Collection,/games/street-fighter-collection/ps-2121,PlayStation,7.0,"Fighting, Compilation",N,1997,12,18
794,Okay,Chameleon Twist,/games/chameleon-twist/n64-1938,Nintendo 64,6.5,Platformer,N,1997,12,15
795,Mediocre,One,/games/one-66131/ps-2096,PlayStation,5.0,Action,N,1997,12,11
796,Amazing,Parappa The Rapper,/games/parappa-the-rapper/ps-490,PlayStation,9.0,Music,Y,1997,11,18
797,Mediocre,Critical Depth,/games/critical-depth/ps-2038,PlayStation,5.0,Action,N,1997,11,18
798,Great,Intelligent Qube,/games/intelligent-qube/ps-2199,PlayStation,8.0,Puzzle,N,1997,11,17
799,Okay,Car and Driver Presents Grand Tour Racing 98,/games/car-and-driver-presents-grand-tour-racing-98/ps-2063,PlayStation,6.0,Racing,N,1997,9,29
800,Mediocre,Jersey Devil,/games/jersey-devil/ps-2067,PlayStation,5.0,Platformer,N,1998,6,17
801,Great,Wetrix,/games/wetrix/n64-2139,Nintendo 64,8.4,Puzzle,N,1998,6,15
802,Great,Soviet Strike,/games/soviet-strike/ps-525,PlayStation,8.0,Action,N,1998,6,12
803,Okay,X-Men vs. Street Fighter,/games/x-men-vs-street-fighter/ps-39,PlayStation,6.0,Fighting,N,1998,6,11
804,Mediocre,Quest 64,/games/quest-64-164875/n64-1995,Nintendo 64,5.9,RPG,N,1998,6,11
805,Mediocre,Road Rash 3D,/games/road-rash-3d/ps-2284,PlayStation,5.0,Racing,N,1998,6,11
806,Great,Vigilante 8,/games/vigilante-8/ps-2210,PlayStation,8.0,Action,N,1998,6,4
807,Great,Forsaken 64,/games/forsaken/n64-1988,Nintendo 64,8.0,Action,N,1998,6,3
808,Good,Major League Baseball Featuring Ken Griffey Jr.,/games/major-league-baseball-featuring-ken-griffey-jr/n64-421,Nintendo 64,7.7,Sports,N,1998,6,2
809,Great,All-Star Baseball '99,/games/all-star-baseball-99/n64-2275,Nintendo 64,8.2,Sports,N,1998,5,26
810,Great,Bust-A-Move 2 Arcade Edition,/games/bust-a-move-2-arcade-edition/n64-3606,Nintendo 64,8.0,Puzzle,N,1998,5,22
811,Mediocre,Aero Gauge,/games/aero-gauge/n64-2006,Nintendo 64,5.2,Racing,N,1998,5,21
812,Okay,Bio F.R.E.A.K.S.,/games/bio-freaks/ps-2318,PlayStation,6.5,Fighting,N,1998,5,21
813,Okay,Bio F.R.E.A.K.S.,/games/bio-freaks/n64-1924,Nintendo 64,6.4,Action,N,1998,5,20
814,Great,World Cup 98,/games/world-cup-98/n64-3533,Nintendo 64,8.8,Sports,N,1998,5,20
815,Good,Breath of Fire III,/games/breath-of-fire-iii/ps-448,PlayStation,7.5,RPG,N,1998,5,15
816,Great,Hot Shots Golf,/games/hot-shots-golf/ps-2273,PlayStation,8.0,"Sports, Action",Y,1998,5,7
817,Good,Kobe Bryant in NBA Courtside,/games/kobe-bryant-in-nba-courtside/n64-2266,Nintendo 64,7.8,Sports,N,1998,4,27
818,Good,Mystical Ninja Starring Goemon,/games/mystical-ninja-starring-goemon-949069/n64-608,Nintendo 64,7.6,"Action, Adventure",N,1998,4,16
819,Good,Theme Hospital,/games/theme-hospital/ps-3747,PlayStation,7.0,Strategy,N,1998,4,15
820,Good,MLB '99,/games/mlb-99/ps-3748,PlayStation,7.0,Sports,N,1998,4,14
821,Mediocre,Blasto,/games/blasto/ps-2023,PlayStation,5.0,Action,N,1998,4,14
822,Great,Newman Haas Racing,/games/newman-haas-racing/ps-2216,PlayStation,8.0,Racing,N,1998,4,13
823,Great,Point Blank,/games/point-blank/ps-2102,PlayStation,8.0,Action,N,1998,4,13
824,Mediocre,Deathtrap Dungeon,/games/deathtrap-dungeon/ps-2042,PlayStation,5.0,Adventure,N,1998,4,3
825,Good,SWAT 2,/games/swat-2/pc-4024,PC,7.0,"Action, Simulation",N,1998,8,11
826,Mediocre,Batman & Robin,/games/batman-robin/ps-2274,PlayStation,5.0,Action,N,1998,8,11
827,Mediocre,SEGA Touring Car Championship,/games/sega-touring-car-championship/pc-3661,PC,5.0,Racing,N,1998,7,31
828,Okay,Fox Sports Golf '99,/games/fox-sports-golf-99/pc-3881,PC,6.0,Sports,N,1998,7,31
829,Bad,Army Men,/games/army-men/pc-3782,PC,4.0,Action,N,1998,7,31
830,Okay,Revenge of Arcade,/games/revenge-of-arcade/pc-3980,PC,6.0,Action,N,1998,7,31
831,Bad,Dominion:  Storm Over Gift 3,/games/dominion-storm-over-gift-3/pc-3742,PC,4.0,Strategy,N,1998,7,31
832,Great,Addiction Pinball,/games/addiction-pinball/pc-3831,PC,8.0,Pinball,N,1998,7,30
833,Great,F-1 World Grand Prix,/games/f-1-world-grand-prix/n64-3535,Nintendo 64,8.3,Racing,N,1998,7,27
834,Okay,Mission: Impossible,/games/mission-impossible-808345/n64-29,Nintendo 64,6.6,Action,N,1998,7,20
835,Great,World Cup 98,/games/world-cup-98/ps-3532,PlayStation,8.0,Sports,N,1998,7,15
836,Mediocre,NFL Xtreme,/games/nfl-xtreme/ps-3528,PlayStation,5.0,"Sports, Action",N,1998,7,15
837,Okay,Granstream Saga,/games/granstream-saga/ps-2305,PlayStation,6.0,RPG,N,1998,7,14
838,Great,Forsaken,/games/forsaken/ps-2290,PlayStation,8.0,Action,N,1998,7,13
839,Okay,Grand Theft Auto,/games/grand-theft-auto-1/ps-151,PlayStation,6.0,Action,N,1998,7,10
840,Mediocre,Crime Killer,/games/crime-killer/ps-2173,PlayStation,5.0,Action,N,1998,7,2
841,Painful,Off-Road Challenge,/games/off-road-challenge/n64-2201,Nintendo 64,2.5,Racing,N,1998,7,2
842,Amazing,Banjo-Kazooie,/games/banjo-kazooie/n64-1922,Nintendo 64,9.6,Platformer,Y,1998,6,30
843,Great,Mortal Kombat 4,/games/mortal-kombat-4/n64-1912,Nintendo 64,8.8,Fighting,N,1998,6,24
844,Great,Mortal Kombat 4,/games/mortal-kombat-4/ps-3723,PlayStation,8.0,Fighting,N,1998,6,24
845,Mediocre,Jeremy McGrath Supercross '98,/games/jeremy-mcgrath-supercross-98/ps-3915,PlayStation,5.0,Racing,N,1998,6,22
846,Great,N2O: Nitrous Oxide,/games/n2o-nitrous-oxide/ps-2328,PlayStation,8.0,Shooter,N,1998,6,18
847,Mediocre,Chopper Attack,/games/chopper-attack-140530/n64-3750,Nintendo 64,5.6,Action,N,1998,6,17
848,Unbearable,C: The Contra Adventure,/games/c-the-contra-adventure/ps-3773,PlayStation,1.0,Action,N,1998,9,16
849,Mediocre,Dune 2000,/games/dune-2000/pc-2330,PC,5.3,Strategy,N,1998,9,16
850,Great,Future Cop: L.A.P.D.,/games/future-cop-lapd/ps-3923,PlayStation,8.3,Action,N,1998,9,16
851,Awful,M.A.X. 2,/games/max-2/pc-3829,PC,3.7,Strategy,N,1998,9,15
852,Great,Mega Man Legends,/games/mega-man-legends/ps-2082,PlayStation,8.4,"Action, Adventure",N,1998,9,15
853,Good,Parasite Eve,/games/parasite-eve/ps-2228,PlayStation,7.4,RPG,N,1998,9,14
854,Good,MechCommander,/games/mechcommander/pc-3835,PC,7.8,Strategy,N,1998,8,18
855,Painful,Pro Bass Fishing,/games/pro-bass-fishing/pc-4031,PC,2.9,Hunting,N,1998,8,18
856,Good,WarGames,/games/wargames/pc-3963,PC,7.0,Strategy,N,1998,8,18
857,Mediocre,Triple Play '99,/games/triple-play-99/pc-3137,PC,5.0,Sports,N,1998,8,13
858,Good,High Heat Baseball 1999,/games/high-heat-baseball-1999/pc-3858,PC,7.0,Sports,N,1998,8,13
859,Mediocre,Flesh Feast,/games/flesh-feast/pc-3636,PC,5.0,Action,N,1998,8,13
860,Amazing,Grim Fandango,/games/grim-fandango/pc-3100,PC,9.4,Adventure,Y,1998,11,3
861,Good,Rally Cross 2,/games/rally-cross-2/ps-10396,PlayStation,7.5,Racing,N,1998,11,3
862,Good,Return Fire II,/games/return-fire-ii/pc-9953,PC,7.8,Strategy,N,1998,11,2
863,Okay,Hedz,/games/hedz/pc-10460,PC,6.5,Action,N,1998,11,2
864,Awful,Mike Piazza's StrikeZone,/games/mike-piazzas-strikezone/n64-2276,Nintendo 64,3.0,Sports,N,1998,6,17
865,Good,Virtual Chess 64,/games/virtual-chess-64/n64-2317,Nintendo 64,7.7,Board,N,1998,6,17
866,Amazing,Metal Gear Solid,/games/metal-gear-solid/ps-569,PlayStation,9.8,"Action, Adventure",Y,1998,10,21
867,Good,NASCAR 99,/games/nascar-99/n64-3968,Nintendo 64,7.0,Racing,N,1998,10,21
868,Great,Kagero: Deception II,/games/kagero-deception-ii/ps-3716,PlayStation,8.5,Strategy,N,1998,10,20
869,Good,Red Jack: Revenge of the Brethren,/games/red-jack-revenge-of-the-brethren/pc-10369,PC,7.0,Adventure,N,1998,10,20
870,Amazing,Xenogears,/games/xenogears/ps-2230,PlayStation,9.5,RPG,Y,1998,10,20
871,Awful,Deadly Arts,/games/deadly-arts/n64-2172,Nintendo 64,3.2,Fighting,N,1998,10,19
872,Awful,GT 64 Championship Edition,/games/gt-64-championship-edition/n64-3749,Nintendo 64,3.9,Racing,N,1998,9,11
873,Amazing,NFL Blitz [1998],/games/nfl-blitz-1997/n64-2200,Nintendo 64,9.1,"Sports, Action",N,1998,9,11
874,Amazing,NFL Blitz [1998],/games/nfl-blitz-1997/ps-2285,PlayStation,9.4,"Sports, Action",N,1998,9,11
875,Good,NCAA Football '99,/games/ncaa-football-99/pc-10182,PC,7.0,Sports,N,1998,9,11
876,Mediocre,Gex 64: Enter the Gecko,/games/gex-64-enter-the-gecko/n64-2291,Nintendo 64,5.7,Platformer,N,1998,9,10
877,Good,Incoming,/games/incoming/pc-2282,PC,7.0,Action,N,1998,8,13
878,Bad,Deathtrap Dungeon,/games/deathtrap-dungeon/pc-4026,PC,4.7,Action,N,1998,8,13
879,Okay,HardBall 6,/games/hardball-99/pc-3752,PC,6.0,Sports,N,1998,8,13
880,Great,Forsaken,/games/forsaken/pc-3104,PC,8.5,Action,N,1998,8,13
881,Okay,Urban Assault,/games/urban-assault/pc-3139,PC,6.8,Strategy,N,1998,8,13
882,Good,Warhammer: Dark Omen,/games/warhammer-dark-omen/pc-3246,PC,7.0,Strategy,N,1998,8,13
883,Good,Panzer Commander,/games/panzer-commander/pc-3691,PC,7.0,Simulation,N,1998,8,13
884,Bad,Bio F.R.E.A.K.S.,/games/bio-freaks/pc-4032,PC,4.0,Action,N,1998,8,13
885,Bad,Icarus: Sanctuary of the Gods,/games/icarus-sanctuary-of-the-gods/pc-4028,PC,4.0,RPG,N,1998,8,12
886,Bad,Rosco McQueen: Firefighter Extreme,/games/rosco-mcqueen-firefighter-extreme/ps-10337,PlayStation,4.5,Action,N,1998,11,2
887,Okay,Cool Boarders 3,/games/cool-boarders-3/ps-10196,PlayStation,6.0,Sports,N,1998,10,30
888,Bad,Trespasser,/games/trespasser/pc-4037,PC,4.7,Action,N,1998,10,30
889,Great,NCAA GameBreaker '99,/games/ncaa-gamebreaker-99/ps-10399,PlayStation,8.5,Sports,N,1998,10,29
890,Disaster,Extreme PaintBrawl,/games/extreme-paintbrawl/pc-10455,PC,0.7,Action,N,1998,10,29
891,Good,Bushido Blade 2,/games/bushido-blade-2/ps-2333,PlayStation,7.0,Fighting,N,1998,10,28
892,Great,Front Office Football,/games/front-office-football/pc-10432,PC,8.0,"Sports, Simulation",N,1998,10,28
893,Amazing,NHL '99,/games/ea-sports-mania-pack/pc-3987,PC,9.0,Sports,Y,1998,10,27
894,Amazing,F-Zero X,/games/f-zero-x/n64-418,Nintendo 64,9.1,Racing,Y,1998,10,27
895,Good,Armored Core: Project Phantasma,/games/armored-core-project-phantasma/ps-9658,PlayStation,7.8,Action,N,1998,10,19
896,Good,Quake II Mission Pack: Ground Zero,/games/quake-ii-mission-pack-ground-zero/pc-3935,PC,7.5,Shooter,N,1998,10,19
897,Good,Star Trek: The Next Generation: Klingon Honor Guard,/games/star-trek-the-next-generation-klingon-honor-guard/pc-3112,PC,7.0,Shooter,N,1998,10,16
898,Mediocre,Team Losi RC Racer,/games/team-losi-rc-racer/ps-2327,PlayStation,5.0,Racing,N,1998,10,16
899,Great,Duke Nukem: Time to Kill,/games/duke-nukem-time-to-kill/ps-2314,PlayStation,8.0,Action,N,1998,10,15
900,Mediocre,Knights and Merchants: The Shattered Kingdom,/games/knights-and-merchants-the-shattered-kingdom/pc-3861,PC,5.9,Strategy,N,1998,10,14
901,Okay,Iggy's Reckin' Balls,/games/iggys-reckin-balls/n64-2272,Nintendo 64,6.9,Platformer,N,1998,9,10
902,Great,Independence War,/games/independence-war/pc-3110,PC,8.0,Simulation,N,1998,9,10
903,Amazing,Spyro the Dragon,/games/spyro-the-dragon/ps-3920,PlayStation,9.0,Platformer,N,1998,9,9
904,Amazing,Tom Clancy's Rainbow Six,/games/tom-clancys-rainbow-six/pc-3836,PC,9.4,Shooter,Y,1998,9,8
905,Good,Command & Conquer: Red Alert Retaliation,/games/command-and-conquer-red-alert-retaliation/ps-3785,PlayStation,7.0,Strategy,N,1998,9,8
906,Good,Heart of Darkness,/games/heart-of-darkness/ps-4033,PlayStation,7.8,Platformer,N,1998,9,8
907,Okay,NFL GameDay 99,/games/nfl-gameday-99/pc-10158,PC,6.0,Sports,N,1998,9,4
908,Mediocre,Pro-Pinball: Timeshock!,/games/pro-pinball-timeshock/ps-10153,PlayStation,5.0,Pinball,N,1998,9,3
909,Great,Motocross Madness [1998],/games/motocross-madness/pc-3569,PC,8.0,Racing,N,1998,9,2
910,Good,Sanitarium,/games/sanitarium/pc-3424,PC,7.0,Adventure,N,1998,8,12
911,Good,Peter Jacobsen's Golden Tee Golf,/games/peter-jacobsens-golden-tee-golf/pc-3106,PC,7.2,Sports,N,1998,8,12
912,Good,Ultim@te Race Pro,/games/ultimte-race-pro/pc-3630,PC,7.0,Racing,N,1998,8,12
913,Awful,Nam,/games/nam/pc-4020,PC,3.0,Action,N,1998,8,12
914,Amazing,Unreal,/games/unreal/pc-2189,PC,9.0,Shooter,Y,1998,8,12
915,Great,Final Fantasy VII,/games/final-fantasy-vii/pc-2301,PC,8.2,RPG,N,1998,8,12
916,Okay,"Game, Net & Match",/games/game-net-match/pc-3955,PC,6.0,Sports,N,1998,8,12
